payers_tin,recipients_tin,payers_name,payers_add,payers_city,payers_state,payers_cont,payers_zip,payers_phn_no,recipient_name,rec_street,rec_cit,rec_stat,rec_cont,rec_zip,rec_acc,one_a,one_b,two_a,caledar_year,two_b,two_c,two_d,two_e,two_f,three,four,five,six,seven,eight,nine,ten,twle,trten,forten,fiften,sixten,company_name,coid
948 75 8966,911-84 3636,Kenya Jones,"808 Haney Ports Suite 947
South Brandon, ID 27501",Miramar,Utah,Maldives,94276,001-639-330-7577,Jcarloss Sauceda,761 Toni Trail,Surprise,Nevada,Mauritania,3846,JCRP13288239980096,78531.08,76037.51,16322.53,2009,13765.63,85797.43,57758.71,56313.54,84450.44,82794.78,36685.33,57200.78,2104.83,36485.29,US,93734.36,92813.11,7931.11,52896.92,NE,094-17-3924,55707.88,Zebra Technologies,ZBRA
948-89 9511,923-88 8410,Waltez Holmes,"12061 Ryan Greens Apt. 516
Rileymouth, MH 87008",Little Rock,Ohio,Sierra Leone,86486,001-899-803-8820,Anaya Green,3378 Daniel Extension Apt. 054,Carlsbad,Hawaii,Barbados,30502,BKAK91570225752726,78909.57,60283.56,87050.31,1996,59839.8,25092.88,75392.58,15811.06,4992.9,88252.12,27475.73,99430.67,89700.22,42311.09,US,82192.15,40249.48,31169.58,54053.63,OR,663-30-6196,54855.98,Bentley Systems,BSY
963 80-7378,957 86-0986,Myz Tan,"PSC 3241, Box 1632
APO AE 11065",Norfolk,Colorado,Palestine,37847,+1-961-568-7984,Rylie Hebert,3929 Taylor Tunnel Suite 327,Lancaster,Virginia,Nigeria,37866,KHHD42184490554415,76768.82,18098.45,84608.57,2007,76195.96,9154.84,15885.67,69413.08,14979.37,15745.02,95989.76,53267.42,97905.54,51935.06,US,74503.63,29031.64,1155.17,94752.1,NC,859-67-4102,81871.8,XPO Logistics,XPO
984-74-1360,933 81 8741,Sor Ortrios,"USNS Alexander
FPO AA 61658",Somerville,Minnesota,Poland,76770,001-346-685-5789,Darius Brumfield,3365 Cunningham Greens Apt. 699,Carmel,Vermont,Congo,76037,TBYN75832865909325,58704.22,11590.37,69754.76,1992,26393.25,57377.04,51434.32,70833.16,27782.12,29946.63,11946.41,34023.53,56198.61,80298.21,US,50241.72,20250.07,44031.4,43137.75,ME,292-93-6216,82677.72,Burlington Stores,BURL
944-74 3858,928 81 3409,Gwen Rowley,"066 Amber Parkway
Mathewsland, VT 45810",Boulder,Maine,Nigeria,6778,261-760-2213,Nik Pik,671 Ashley Rapids Apt. 323,San Diego,Arkansas,Qatar,32790,HQYQ43913232983535,9723.42,26128.14,19545.4,2008,1742.64,74992.05,95046.34,12390.94,10498.54,50918.29,69848.32,49043.1,82273.56,88441.44,US,35519.52,90694.74,19517.85,93084.24,ID,253-41-6020,47660,Ryan Specialty Group,RYAN
908 79-0898,916-79 3317,Chad Williams,"1052 Wallace Overpass
West Jennamouth, PA 15548",San Antonio,Connecticut,Russia,58124,(611)338-2679,Jordan Tatum,18237 Mikayla Shore,Compton,Louisiana,Egypt,93556,CLYT47744178351201,12689.39,48413.63,11486.16,2006,75775.95,32674.16,88890.14,76759.33,83226.93,63357.61,99903.47,19330.02,2108.81,15105.83,US,821.93,84862.61,96990.27,28078.52,GU,178-81-0188,58953.1,Albemarle,ALB
974 80 1129,923 72-3798,Onis ,"USNS Garcia
FPO AA 87777",San Leandro,Tennessee,Dominica,62586,850.593.1124,Lee Allsman,73061 Booker Ports Apt. 161,Lexington,North Dakota,Tunisia,63360,NIJA98920507731069,21944.96,25106.53,74233.93,1991,36403.59,60114.94,21033.28,78392.22,23987.28,73530.78,43430.07,19306.98,44682.55,41723.56,US,18136.35,50228.56,53162.79,58472.33,GA,210-35-0067,28924.6,Quest Diagnostics,DGX
989 72 1757,960 80-7142,Rose Thomas,"4945 Johnson Street
Susanbury, LA 91869",San Ramon,Vermont,Burkina Faso,16850,001-376-491-4272,James Case,66201 Bray Rapid,Savannah,Texas,Indonesia,37233,FRBK78718042380569,84175.26,212.87,74444.33,1993,64299.93,23668.15,88936.98,29017.86,62055.23,44447.34,17154.23,26083.63,19816.22,39438.54,US,27879.93,16949.35,45300.06,84509.21,IN,796-07-1595,4927.08,Lincoln Electric,LECO
989 80 6285,904 81 0676,Tyrin Stewart,"214 Williams Cove Suite 223
Ramirezhaven, MP 24450",Athens,Nevada,United Arab Emirates,8672,001-642-492-6884,David Ferguson,77716 Williams Mews Suite 444,Union City,Kansas,Liechtenstein,92886,IFNJ49999965603255,69343.28,35024.58,76502.49,2011,11478.49,37327.34,88707.39,88619.28,35136.1,34317.46,87045.65,78616.86,91322.79,55044.94,US,51532.35,76198.12,42717.94,19357.82,CT,106-79-2741,64296.98,Neurocrine Biosciences,NBIX
955 89 3168,940-76 9491,Trent Allen,"036 Bell Walks Suite 237
East Jessica, AL 76619",Chicago,Kansas,Iceland,29973,749-486-1186,Traylin Whiten,0939 Frederick Mission Suite 841,Livermore,Kentucky,Canada,62681,PPNO33772354772501,42771.55,23562.41,93136.65,1995,26212.51,91028.03,71492.08,93606.53,69639.01,32758.17,51214.45,15238.59,54519.19,4798.61,US,60374.78,96904.54,73714.63,96413.35,ID,787-59-9688,70958.07,Owens Corning,OC
989-78-0019,983 79-3417,Cristy Mcmurray,"1087 Preston Springs
Elizabethhaven, MP 25965",Tulsa,Minnesota,Taiwan,90269,848.585.8511,Courtney Banks,256 Charles Pine Suite 350,Kennewick,Massachusetts,United States,58124,KSKJ69786451806212,63821.88,99110.9,48548.34,2020,4944.67,82465.54,70675.69,28482.25,85242.66,46806.65,19428.54,7733.27,96290.22,25973.66,US,83280.53,31583.78,61571.78,69154.08,NE,182-41-9852,29041.25,Viatris,VTRS
905 84 0808,972 75 0563,Geon Kaufman,"2580 Evelyn Divide Apt. 846
West Gregory, FM 49697",Oakland,California,Liberia,8095,2484105270,Jill Crane,797 Laura Falls,Amarillo,Texas,Tanzania,32553,BBBH81306178379188,87096.86,11344.64,8337.64,1994,27398.68,98025.44,90294.74,12717.55,5226.44,58983.13,25595.77,85317.37,95097.74,87512.83,US,63675.62,45656.63,52861.07,64879.14,TN,402-83-1541,27650,Gen Digital,GEN
900-78 7130,968-73 7326,Paul Norred,"3474 Eric Mill Suite 445
Greenehaven, SD 92582",Pueblo,North Dakota,Trinidad and Tobago,37817,595.937.0398,Elijah Tolliver,383 Karen Falls Suite 662,Champaign,Pennsylvania,Djibouti,82415,XYYA71357055650358,68673.13,64046.31,58581.57,1999,49429.82,22122.61,22620.56,27814.86,55360.58,96931.9,61321.91,67538.79,24019.98,87711.46,US,12717.16,59727.77,56780.11,63413.59,NE,710-81-8588,57539.03,Stanley Black &amp, SBA
903 85 5009,974 78 1211,Tyrone Gray,"53017 Barbara Divide Apt. 938
Port Austinfort, OK 59673",Bloomington,Wyoming,Bosnia and Herzegovina,75889,001-705-555-8663,Kevin Riley,1806 Gary Lake Apt. 192,Bakersfield,Utah,Cameroon,56479,WOUA95321676461567,26488.82,35887.8,58125.73,2016,54787.27,3991.12,3046.85,32043.46,91194.4,14527.49,70593.6,48852.18,16553.73,16295.07,US,61918.95,29356.17,28685.92,60245.68,WI,256-72-8159,65380.61,Molson Coors,TAP
908 70 8669,994 77-8892,Roland Edmond,"69352 Maria Path Suite 345
South Ritachester, CT 51401",Worcester,Pennsylvania,Hungary,40142,232-817-7550,Queasha Hardy,9798 Roy Mills Suite 406,Inglewood,New Mexico,Antigua and Barbuda,21777,KBRH61582720157180,68200.3,57726.04,4453.47,1993,42221.18,28025.31,22563.72,76576.61,5679.42,59238.6,50128.99,18728.32,87112.44,53144.18,US,68822.42,3304.6,52768.92,5693.86,CA,123-23-8174,8748.71,United Airlines Holdings,UAL
953-78-1742,920 74 8132,Barbara Dogan,"50141 Alexander Villages Suite 530
East Josephhaven, RI 02896",Arlington Heights,Nebraska,Liberia,79693,297-608-8261,Margurite Mulkey,63584 Nathan Glens Suite 665,Buffalo,Texas,Mauritania,39936,BLBH96301553389083,40946.77,56722.09,78014.26,2013,69652.71,3356.59,72983.81,38305.59,17484.07,66130.26,75833.35,20473.89,55698.44,35381.34,US,82143.38,8872.61,92516.97,52889.86,NY,512-31-0295,20770.17,Carvana,CVNA
955-85-0264,912-85-7513,Natalie Carroll,"16612 Bradley View Suite 550
South Loganmouth, CA 48595",Canton,Kentucky,Bolivia,67754,+1-792-641-2703,Roland Edmond,674 Douglas Expressway Apt. 721,Tuscaloosa,Arizona,Dominican Republic,85359,SJPX13633838424547,64150.12,47918.64,28867.48,2002,19062.42,51825.19,24954.82,91115.29,5753.89,22512.68,90633.87,60773.15,38185.16,81630.03,US,19711.18,60717.96,86929.98,71430.43,OR,380-30-2220,24456.48,Toast,TOST
984-86 6204,964-79 7431,Jeremy Allen,"96273 Jones Light Apt. 659
Campbellbury, DE 52235",Columbus,Georgia,Mauritius,73821,(645)843-4400,Kiara Johnson,0168 Rich Cliff,Santa Clara,Arizona,Vatican City,9301,HBOR27532399631002,40387.05,79352.29,82385.55,2020,69346.86,98048.81,5278.99,75318.64,76404.24,83354.57,73695.89,52524.3,58544.79,30363.02,US,17995.33,44124.1,56710.8,1679.84,MI,106-68-3686,393.95,Ovintiv,OVV
945-88 3892,963 73-0611,Brittany Antie,"49106 Morris Knoll
Michaelborough, WY 14033",Raleigh,New York,Zambia,77457,879-692-6594,Cedrick Bryant,015 Laura Square Suite 626,Wilmington,Nevada,Burkina Faso,48412,QTTD70560438846703,38385.47,70478.26,28696.27,2006,65335.82,26957.89,30552.9,15081.5,48615.71,14021.47,28380.86,76579.32,80632.55,15100.38,US,21619.61,9924.54,88046.88,66845.31,NJ,872-75-5918,68030.15,Fidelity National Financial,FNF
972-84 5463,963 77 8685,Erin Ragsdale,"7364 Phelps Green Suite 563
Gloriamouth, NJ 41507",Passaic,North Dakota,Armenia,50104,364-355-3986,Justice Young,390 Carney Terrace Suite 287,Mission,Illinois,Guinea,41993,BKKV99524925173613,39317.25,25396.67,75751.21,1992,67562.91,23842.74,63023.83,54022.46,56539.05,99065.76,20716.96,72202.88,82499.53,16672.26,US,69939.85,48074.5,35492.97,94149.31,AL,855-86-1284,12876.73,KeyCorp (KeyBank),KEY
981 71-8454,919-81-1894,Keyronic Stewart,"5543 Zuniga Crescent
South Kimberly, ND 85786",Laredo,Minnesota,Israel,924,+1-988-376-7123,Dresa Tousant,2216 Sarah Plain Apt. 897,Palm Bay,Alabama,Japan,22038,VUKY45000753739929,34419.46,26549.15,72659.72,1994,27808.87,83086.17,95270.24,74147.14,67981.08,41859.73,9586.95,84678.47,52281.25,53926.89,US,16404,93841.52,5283.54,43822.58,MO,427-28-5575,11990.68,LKQ Corporation,LKQ
901-89-4901,981-71-0023,Patty Adair,"39619 Randall Camp Apt. 598
New Rebecca, OH 35499",Charleston,Nevada,Ukraine,72679,(944)463-1154,Deepak Chauhan,5329 Brooks Bypass,San Ramon,Kentucky,Angola,65419,DCKN44307596829895,9466.17,6792.94,67029.36,2012,61096.01,73431.64,9030.32,82236.54,13408.31,18929.62,64770.89,19329.55,22242.06,82486.4,US,975.75,45368.62,53148.4,49705.78,NE,005-31-0764,64824.14,MGM Resorts,MGM
962-80-0241,909 85 6633,Hunnybee Travels,"7812 Jennifer Union Apt. 438
Heathershire, AR 30518",Nashville,Nebraska,San Marino,69205,321.763.9868,Justine Knox,70296 Erik Gateway,West Jordan,Connecticut,Fiji,31537,LYSA71828610749034,58874.26,10149,28045.37,2015,45324.83,97593.87,86875.24,80676.94,96500.01,24845.63,40645.11,15012.95,64282.57,9238.52,US,13999.69,41104.32,55789.06,4461.33,NE,150-32-3840,49283.42,Dynatrace,DT
990-75 1642,905 70 5124,Tristen Mitchell,"8427 Gutierrez Centers Suite 988
Rodneymouth, TN 38844",Norfolk,New Jersey,South Sudan,82270,666.433.9979,Laci Aliyah,373 Toni Crossing Suite 885,Anaheim,New York,Eritrea,87947,QDZR96635856483431,2681.07,26838.52,57087.46,2011,4176.48,93489.47,3779.65,79577.69,17670.77,12278.96,18313.23,53337.46,50732.47,52953.76,US,37055.53,60407.31,18574.26,5180.33,MA,367-74-1769,84731,Avangrid,AGR
940 82 0532,924 75 1382,Dontoochie Cartel,"303 Suzanne Creek Suite 549
North James, PW 73098",Cape Coral,North Carolina,Thailand,95892,5959668045,Kevin Bradley,4243 Jacobs View,Spokane,Mississippi,Colombia,36384,QOZK96005132945861,3048.44,28503.41,42402.54,2020,66116.44,34990.95,90568.02,14501.7,24998.4,65071.3,79870.73,60961.89,62637.21,78696.65,US,33181.48,3500.79,12764.36,65027.66,ME,513-41-3053,81851.29,UiPath,PATH
999 82 0624,997-88 6944,Jared Gautreau,"578 Peter Glens
Gardnertown, DE 16077",Bakersfield,Delaware,Liechtenstein,55204,861.818.5974,Jala Coleman,611 Maurice Ports,Lafayette,Vermont,Honduras,9961,YHSO87980458564158,11051.7,19347.53,63337.87,1990,75042.78,17693.65,16685.56,70104.82,35917.75,30782.39,34704.91,89885.78,58769.79,93989.14,US,41647.52,52829.02,34669.55,50821.75,ME,233-91-0510,66500.87,Bunge,BG
945 85 0030,939 74 4197,Joshau Johnson,"4262 Alvarez Park
Lake Amanda, KS 22667",Salt Lake City,Alaska,Malaysia,3197,(380)688-7837,Jessie Allen,005 Cuevas Hills,Boulder,New Hampshire,India,16665,ROFY63465883634894,51472.07,42102.38,47627.8,2010,24754.86,13921.46,63058.77,20197.88,21888.85,89966.03,18408.92,43557.93,27087.96,61826.8,US,65889.49,68431,41118.97,53435.14,NC,489-84-1414,21504.1,Charles River Laboratories,CRL
911 74-1694,989 83-1884,Azia Lovely,"644 Natalie Valley
South Andrea, NH 30975",Des Moines,Mississippi,United States,97901,+1-942-709-1274,Dakota Frazier,81247 Deborah Turnpike,Scottsdale,Oklahoma,Paraguay,26480,ZMMM38505259765606,99641.24,30533.93,20521.27,2005,31780.12,26247.14,17739.12,28508.55,98104.83,24769.93,1749.35,79023.63,35421.62,74501,US,55684.68,18702.48,16772.87,2742.72,MD,584-50-3340,27554.47,Conagra Brands,CAG
961-88-4931,900-80-1527,Christopher Wilkinson,"991 Timothy Curve
Brianhaven, VT 23581",Elizabeth,Illinois,Zambia,48305,471-886-0774,Brittany Thejawn,04829 Peter Causeway,Fremont,Wyoming,Saint Lucia,54467,YGKV29855708711425,84748.66,66407.91,67739.37,2004,56855.25,9465.56,91676.65,16123.95,21714.56,5219.84,11549.83,14102.57,52730.24,3731.26,US,80909.69,91270.42,81684.01,44567.78,MO,131-66-8228,42477.76,Floor &amp, Decor
912 79-9267,989 80 6285,Zachary Andrew,"2631 Martin Grove
Lake Tylerhaven, MN 06621",San Buenaventura (Ventura),Nebraska,India,44546,+1-650-542-7751,Eric Gatlin,8236 Floyd Lodge Suite 089,South Gate,Tennessee,Libya,98983,CSYF29007140596224,35818.53,90193.41,93767.62,2017,87318.95,85669.49,15947.04,86129.21,57293.79,43483.73,57175.21,64601.85,17240.91,16723.54,US,31955.09,95215.77,1518.29,17703.67,NC,874-08-9285,73165.86,Fox Corporation,FOX
980-75-6744,949 71 2245,Megan Saxton,"92343 Bryan Run
North Sarabury, NJ 57862",Bellflower,South Dakota,Suriname,82704,(706)831-9890,Lexee Salsman,550 Norris Highway Suite 263,Springfield,Minnesota,Bangladesh,6909,BGIL81776332252773,79154.51,62444.97,44979.53,2006,78970.68,63866.11,69300.15,41492.94,14692.71,70478.86,43136.58,19910.41,60381.63,70557.96,US,93269.86,59031.4,57422,61315.92,GA,079-43-2120,35595.24,Revvity,RVTY
989 89 5242,939 74-6960,Cabañas Acosta,"5670 Hall Terrace
Tinaview, CA 50337",Fargo,Tennessee,Chad,10484,209.619.0413,Curshaunda Davis,358 Chandler Lakes Apt. 304,Fort Worth,Delaware,Kazakhstan,82843,IURR79408245189950,14949.41,99907.9,63916.88,2014,56148.35,56447.08,56813.29,43641.06,22159.38,12096.22,61115.71,59460.46,93507.62,9462.86,US,54504.97,72657.13,443.2,62142.58,CA,480-35-1673,37507.75,TopBuild,BLD
989 71 5155,947 82 4105,Uleashia Dumaine,"408 Young Squares
Stonefort, MP 85694",Champaign,South Carolina,Armenia,17100,6534533149,Kelly Moore,068 Padilla Ramp,High Point,Nevada,Benin,96460,RJCO15629188253334,73625.44,24704.96,24352.11,2016,27084.61,58368.09,87068.18,89373.27,81448.41,55717.73,90913.07,28016.13,21093.97,53194.74,US,63000.39,93228.36,3642.5,53927.4,CO,709-52-8022,35118.22,Morningstar,MORN
981 78 0169,909-80 4811,Emily Denicola,"692 Robert Ways
Port Jenniferborough, VA 57287",Glendale,Wisconsin,Cambodia,60700,(659)285-4121,Jenn Dub,8085 Rodgers Ranch,Napa,Alaska,Togo,15554,XJAA15769630093268,99195.85,25304.84,33135.64,1996,51273.72,53938.57,80881.67,39391.8,28433.13,34824.92,15946.22,58274.05,73429.83,73000.49,US,36121.86,10556.65,47328.6,81214.26,KY,595-32-5932,50013.87,UDR Apartments,UDR
989 76-6299,936-73 9288,Jarellbenfrankk Mukk,"4539 Jeffrey Oval
New Kathleen, GA 53996",Erie,Maryland,Lesotho,29491,854-687-0347,David Mandi Lynn Manuel,60048 Anna Crest Apt. 439,Port St. Lucie,Alabama,Iran,78224,KKCC07214037482545,99892.02,33398.23,47112.74,1993,94001.19,36680.37,32952.83,89418.49,76958.75,5014.4,82442.77,25133.15,40260.58,13636.27,US,23684.89,38373.59,49789.36,1510.99,AR,714-57-2958,14973.33,Incyte,INCY
900-84 9734,948-75-8474,Jonathan Williams,"8424 Kristin Flat Suite 825
Rebeccatown, TN 44864",Cedar Rapids,Wisconsin,Bahrain,86098,001-662-449-8089,Tenia Williams,06024 Grant Street,Lancaster,Arizona,Israel,54496,WGGE15681793154842,63583.15,29874.25,36867.09,2012,41674.58,74286.56,31404.97,8666.34,41864,38486.5,44966.76,87458.02,427.18,63897.83,US,80515.27,98629.77,1138.99,26854.77,HI,802-65-3071,96945.87,US Foods,USFD
986 79-7781,926-84 0512,Jordan Marshall,"5697 Tony Ridges Apt. 808
South Evan, TX 17020",Lexington,Montana,Israel,53799,431-448-2810,Db Duffy,6588 Smith Trace Suite 497,Bellflower,Alabama,Chile,77763,UADC87193010076388,12753.27,47155.2,65970.22,1990,48431.48,88117.4,29828.02,50785.65,93586.01,96757.63,94658.93,46226.88,5450.7,49632.46,US,47767.3,94770.7,79539.69,12430.91,AZ,774-62-9368,7679.98,J.M. Smucker Company,SJM
907 71-6272,946 81-9939,Dejon Harrison,"484 Oneal Station
Latashaberg, MS 76324",Burlington,Alaska,Rwanda,88815,905.592.8378,Patricia Wilmot,278 Richard Course Apt. 766,Chattanooga,Georgia,Antigua and Barbuda,63607,GYUP51574718516072,8036.21,42312.32,73391.12,2018,3266.48,24700.53,37329.63,95757.09,14845.66,40051.29,6645.16,25101.21,25973.35,55747.68,US,65279.85,16869.11,25875.5,86409.84,PW,245-41-3765,58648.09,NRG Energy,NRG
923 85 9692,922-71-9068,Jason Loupe,"PSC 0073, Box 4567
APO AE 13029",Fort Collins,South Carolina,Iraq,32213,908.761.7362,ابو علي العدواني,4732 Brian Island Suite 847,Passaic,Rhode Island,Lesotho,45718,XKRK17943370162372,71792.62,32987.49,27119.76,2010,2422.17,9674.79,32946.85,19882.39,52832.83,11277.58,76146.11,27791.43,97502.4,91509.3,US,16880.49,12489.73,55528.11,20583.06,CO,396-07-2027,15892.53,CarMax,KMX
995 89-0050,944 77-0550,Raye Stevens,"0699 Andrade Lodge Suite 870
Jacquelineburgh, AK 95951",Columbus,Utah,Azerbaijan,545,(703)605-8677,Muneeb Malik,43389 Mary Bridge Suite 926,Rockford,Oregon,Hungary,43663,BHYM09949633779552,95534.12,17391.85,62148.7,2000,33899.69,87933.56,83174.1,33536.54,81087.32,83008.96,3611.58,74729.61,1838.63,87485.36,US,45716.02,17065.18,75045.73,73121.48,MD,429-93-4603,74600.17,Equity LifeStyle Properties,ELS
915-84 6388,915 75-1664,Kevin Espinoza,"9981 Robin Fall Apt. 613
Lake Angelastad, CA 25838",Rochester,Utah,Uganda,43066,001-225-986-5498,Keigen Bosarge,1531 Ariel Fords,Federal Way,Michigan,Maldives,36858,ESYN29958913960307,54742.61,62100.47,39721.22,2012,46504.67,92388.4,22374.06,66231.41,57596.51,33480.46,93727.98,4032.71,74185.23,34356.5,US,61565.63,60887.65,10914.78,78781.08,NC,581-72-8787,93514.16,Zillow,Z
944-81-5465,948 82 0361,Landrick Ruffin,"318 Zachary Estates Suite 377
West Martinstad, PW 73359",Tustin,Nevada,Montenegro,63272,955-958-8007,Tyler Roninson,40252 Sara Ferry,Mount Pleasant,New Jersey,Eritrea,18436,BFSY32219755476039,46343.37,20633.6,50036.58,2021,3989.12,22889.62,99206.63,81246.05,3922.57,53058.37,71808.12,15239.72,58597.93,89220.41,US,88359.31,17119.49,98310.58,83716.89,RI,859-67-6147,17661.96,Amerco,UHAL
999-80 4226,968 87 6632,Darren Selden,"85320 Padilla Ridges Apt. 118
West Lorraine, MD 55038",San Angelo,Wisconsin,Madagascar,84627,(975)267-5049,Jason Loupe,3858 Stephanie Meadows Apt. 624,San Angelo,Oklahoma,India,44066,XOCT37476610040240,87292.89,4599.36,75295.87,1999,18304.83,64507.15,4365.85,14848.47,25288.64,78674.58,40813.82,94173.56,63672.73,71547.6,US,1436.38,53021.65,68606.23,56778.55,PR,403-92-5543,24560.33,Kimco Realty,KIM
948-75-8474,920-77 0384,Jane Doee,"936 Amy Ramp
Lake Summermouth, UT 91154",Milpitas,Kansas,Guyana,7894,(589)690-3417,Erin Ragsdale,24528 Andrew Corner,Winston-Salem,Arizona,Australia,94210,YZAR44241643908595,24270.87,61271.46,93987.59,2005,96923.75,80821.45,49686.83,17845.19,72471.66,669.04,85614.14,11253.54,28537.91,85671.17,US,96381.34,31354.96,63412.91,94437.89,UT,456-50-6734,75757.08,AspenTech,AZPN
957 73 1446,908 87 4645,Brittanie St. Pierre,"5255 Kristin Rapid Suite 551
Ricemouth, MP 30583",Indianapolis,South Dakota,Comoros,61768,(844)658-4608,Reda El,652 Sydney Bypass Suite 984,Missoula,Missouri,Kosovo,47021,CVYD89399554837024,79696.86,50795.6,71293.53,1996,81733.8,15328.8,97396.87,2081.57,21147.13,56730.11,25036.51,23243.83,910.9,13074.3,US,627.72,75090.9,66502.36,5787.13,PW,003-90-5789,66335.13,Western Midstream,WES
948 74 7296,988-80 2150,Cassandra Whitfield,"USNS Nguyen
FPO AP 77602",Roseville,Oregon,Tajikistan,31767,(612)870-2248,Weston Watts,28751 Cindy Street Suite 898,Burlington,Wisconsin,Belarus,72679,ULWJ45912296916673,6837.24,34399.46,6109.51,2014,22762.46,62084.16,18984.24,60383.11,47971.52,82533.64,99590.31,97284.21,91449.48,2411.77,US,81372.58,93599.31,69577.81,27317.21,OH,600-13-7350,88583.71,Toll Brothers,TOL
974 85-6233,984 71-8685,Zo Yen,"85700 Bennett Summit
Jordanland, FL 77937",Indio,Colorado,Iraq,36502,849-814-5125,Bessie Foster,096 Perkins Manors,Honolulu,Virginia,Togo,11973,SLVW45921702701189,53380.34,78711.01,79684.91,1992,31759.16,56384.55,70949.85,13991,24100.72,41233.19,88052.25,78739.17,90988.35,29944.15,US,46250.57,23393.98,17119.16,17266.43,NM,295-45-3945,35055.43,A. O. Smith,AOS
990 87-2133,947 74-7985,Leigh Brashier,"868 Perez Stravenue Apt. 019
Carrollborough, ME 14881",Nashua,Delaware,United States,18410,+1-624-315-8816,Grant Wilging,2056 Michelle Mount,Bellevue,Oregon,Saudi Arabia,54049,BDGA58033147055143,59895.03,19079.32,92067.82,1995,35982.95,18647.37,4218.39,20482.53,20994.21,32521.33,19063.08,53188,68049.29,52637.37,US,90276.16,11220.07,4553.1,13449.95,RI,234-72-4914,57186.42,Bruker,BRKR
951-71-5343,911 89-4747,Letre Pierite,"29309 Graham Ports
Perezside, MP 12569",Plymouth,Louisiana,Tuvalu,41907,+1-472-306-4646,Sarah Coco,17638 Miller Freeway,Tustin,Indiana,Australia,81753,MBFY57653386426897,79140.2,52124.72,14607.64,2015,30063.17,42129.52,61507.7,4339.27,16893.69,64764.77,77969.15,93107.85,22518.75,28749.33,US,95826.94,6474.39,83289.66,32517.96,GU,375-94-3882,15942.93,Campbell Soup,CPB
920-71 2539,955 85 1287,Nancy Scott,"155 Gabrielle Roads Apt. 081
West Jonathan, CT 18526",Worcester,Indiana,Kenya,2238,001-229-325-4397,Bhala Ok,162 Andrew Overpass,Minneapolis,Rhode Island,North Macedonia,52094,OQAX25958689252122,42466.47,62264.02,77533.22,2013,76045.77,79579.03,34871.81,84133.59,45256.01,14958.8,3353.43,83696.66,53201.91,42660.06,US,78486.97,52194.99,53658.46,13652,KS,701-48-5717,46480.95,Permian Resources,PR
962 82 9167,962 80-6586,Erin Ragsdale,"31144 Wolf Mill
New Connor, MA 45894",Washington,Connecticut,Vatican City,21043,001-478-990-0288,Edward Becker,98713 Monique Pines,Salt Lake City,California,Armenia,17107,EJTD95422109853842,29654.08,63549.61,69534.38,2018,67483.6,83494.17,61023.16,57207.12,94955.45,29083.15,82096.56,19861.85,9258.16,26332.92,US,57484.22,2590.99,96023.97,92559.43,NM,336-72-7537,44725.27,Advanced Drainage Systems,WMS
